X,Y,field_1,Issue Date,Violation Location,License Plate Number,License Plate State,License Plate Type,Violation Code,Violation Description,Unit,Vehicle Make,Fine Level 1 Amount,Fine Level 2 Amount,Curr Amt Due,Ticket Queue,Ticket Queue Date,Notice Level,Hear Decision,bike block,Count,Latitude,Longitude
-87.6294819,41.8848891,1493,5/6/2016 6:48,160 N DEARBORN ST,P910254,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,INFI,150,300,0,Paid,5/29/2016 10:21,VIOL,N,TRUE,1,41.8848891,-87.6294819
-87.658618,41.990705,1494,5/10/2016 8:55,5958 N WINTHROP,N542091,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,HOND,150,300,0,Paid,6/17/2016 7:48,VIOL,N,TRUE,1,41.990705,-87.658618
-87.754166,41.880789,1495,6/4/2016 10:43,5136 W MADISON ST,Z665263,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,15,CHRY,150,300,366,Notice,6/16/2016 2:29,SEIZ,N,TRUE,1,41.880789,-87.754166
-87.7167019,41.8772002,1496,6/11/2016 9:23,3634 W JACKSON,H554717,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,11,BMW,150,300,0,Paid,6/21/2016 21:38,,N,TRUE,1,41.8772002,-87.7167019
-87.721108,41.877875,1497,6/11/2016 9:34,200 S HAMLIN,P572473,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,11,HOND,150,300,0,Paid,6/21/2016 21:38,,N,TRUE,2,41.877875,-87.721108
-87.721108,41.877875,1498,6/11/2016 9:52,200 S HAMLIN,7976471,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,11,LEXU,150,300,0,Paid,9/19/2016 21:44,FINL,N,TRUE,2,41.877875,-87.721108
-87.6606008,41.9339079,1499,6/28/2016 11:11,2861 N LINCOLN,FP1131,IL,PFR,940060,PARK/STAND ON BICYCLE PATH,498,GMC,150,300,150,Define,6/29/2016 21:07,,N,TRUE,1,41.9339079,-87.6606008
-87.5928719,41.79537,1500,6/24/2016 10:23,1354 E 55TH ST,V910766,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,2,CHEV,150,300,0,Paid,8/20/2016 10:25,DETR,N,TRUE,3,41.79537,-87.5928719
-87.6206258,41.8383785,1501,7/4/2016 20:15,300 E 31ST ST,N965775,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,1,CHEV,150,300,0,Paid,7/14/2016 11:49,,N,TRUE,3,41.8383785,-87.6206258
-87.6296723,41.8828274,1502,7/13/2016 11:45,40 N DEARBORN ST,Q289394,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,CHRY,150,300,0,Dismissed,9/23/2016 13:09,VIOL,Y,TRUE,3,41.8828274,-87.6296723
-87.66427,41.943885,1503,7/27/2016 13:35,3412 N SOUTHPORT AV,X879572,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,VOLV,150,300,0,Paid,8/3/2016 9:15,,N,TRUE,1,41.943885,-87.66427
-87.629438,41.883373,1504,8/5/2016 8:48,106 N DEARBORN ST,S244204,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,NISS,150,300,260.6,Notice,9/14/2016 10:30,FINL,Y,TRUE,1,41.883373,-87.629438
-87.6721692,41.8777979,1505,8/30/2016 10:35,1810 W JACKSON BOULEVARD,E529551,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,CHEV,150,300,366,Notice,9/7/2016 23:52,FINL,N,TRUE,1,41.8777979,-87.6721692
-87.6373003,41.8887576,1506,9/9/2016 11:58,350 N ORLEANS,6371TX,IL,TXI,940060,PARK/STAND ON BICYCLE PATH,498,FORD,150,300,0,Dismissed,11/22/2016 13:17,VIOL,Y,TRUE,1,41.8887576,-87.6373003
-87.644529,41.878922,1507,9/15/2016 9:35,210 S DESPLAINES ST,74249F,IL,TRK,940060,PARK/STAND ON BICYCLE PATH,498,FLNR,150,300,0,Paid,10/28/2016 16:22,DETR,N,TRUE,3,41.878922,-87.644529
-87.7314432,41.8810554,1508,10/1/2016 12:20,4222 W MADISON,Z889688,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,11,CHRY,150,300,0,Paid,12/9/2016 15:35,DETR,N,TRUE,3,41.8810554,-87.7314432
-87.673468,41.867128,1509,10/10/2016 8:50,1854 W ROOSEVELT,S942629,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,12,HOND,150,300,0,Dismissed,11/22/2016 9:47,,Y,TRUE,8,41.867128,-87.673468
-87.7272519,41.881122,1510,10/16/2016 12:54,4038 W MADISON,Z668390,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,11,CHEV,150,300,0,Dismissed,12/2/2016 15:57,,Y,TRUE,4,41.881122,-87.7272519
-87.6350389,41.8796828,1511,10/24/2016 13:33,125 S FRANKLIN ST,5879TX,IL,TXI,940060,PARK/STAND ON BICYCLE PATH,498,TOYT,150,300,0,Paid,1/12/2017 12:36,DETR,Y,TRUE,13,41.8796828,-87.6350389
-87.7268245,41.8807207,1512,10/28/2016 16:21,4029 W MADISON,Q190539,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,11,CHRY,150,300,300,Notice,11/10/2016 0:09,FINL,N,TRUE,6,41.8807207,-87.7268245
-87.636291,41.882815,1513,11/1/2016 7:00,325 W WASHINGTON STREET,Z865202,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,HYUN,150,300,366,Notice,11/10/2016 0:22,SEIZ,N,TRUE,1,41.882815,-87.636291
-87.6471785,41.866152,1514,11/3/2016 11:57,1236 S HALSTED ST,Y933929,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,VOLV,150,300,104.3,Notice,2/1/2017 9:51,FINL,Y,TRUE,1,41.866152,-87.6471785
-87.6263635,41.8696294,1515,11/4/2016 10:23,1010 S WABASH,E902350,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,NISS,150,300,366,Notice,11/10/2016 3:47,FINL,N,TRUE,1,41.8696294,-87.6263635
-87.654438,41.790794,1516,11/14/2016 8:29,5653 S RACAINE,1710607B,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,7,CHEV,150,300,150,Define,11/22/2016 21:06,,N,TRUE,1,41.790794,-87.654438
-87.6293275,41.8819972,1517,11/26/2016 12:37,40 W MADISON,Z851619,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,11,VOLK,150,300,300,Bankruptcy,3/24/2017 16:49,SEIZ,N,TRUE,5,41.8819972,-87.6293275
-87.6378255,41.9173072,1518,12/3/2016 15:05,1940 N LINCOLN,V229323,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,HOND,150,300,0,Paid,1/21/2017 14:02,DETR,N,TRUE,1,41.9173072,-87.6378255
-87.6574228,41.9313405,1519,12/13/2016 13:39,2734 N LINCOLN,335191D,IL,TRK,940060,PARK/STAND ON BICYCLE PATH,498,FORD,150,300,0,Paid,1/17/2017 14:18,VIOL,N,TRUE,1,41.9313405,-87.6574228
-87.6297982,41.8781136,1520,12/28/2016 7:57,10256 S STATE,965S094,IL,TMP,940060,PARK/STAND ON BICYCLE PATH,5,HOND,150,300,300,Notice,1/5/2017 1:07,FINL,N,TRUE,3,41.8781136,-87.6297982
-87.6389681,41.8675497,1521,1/2/2016 4:15,1159 S CANAL,641BLD,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,1,CHEV,150,300,150,Define,1/6/2016 21:05,,N,TRUE,5,41.8675497,-87.6389681
-87.634471,41.889409,1522,1/9/2016 17:50,206 W KINZIE,G292732,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,18,AUDI,150,300,0,Dismissed,2/22/2016 10:20,VIOL,Y,TRUE,2,41.889409,-87.634471
-87.6341081,41.8832152,1523,1/28/2016 7:55,211 W WASHINGTON STREET,Z134149,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,AUDI,150,300,0,Dismissed,4/8/2016 13:18,VIOL,Y,TRUE,1,41.8832152,-87.6341081
-87.6494773,41.9179514,1524,2/18/2016 16:18,823 W ARMITAGE AV,3892122,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,ACUR,150,300,0,Paid,3/4/2016 22:03,VIOL,N,TRUE,1,41.9179514,-87.6494773
-87.6253045,41.8871782,1525,3/8/2016 6:09,0 S MAC CHESNEY COURT,COCDOF,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,ROL,150,300,0,Dismissed,3/9/2016 21:09,,N,TRUE,8,41.8871782,-87.6253045
-87.6343245,41.9107864,1526,3/11/2016 7:39,1553 N WELLS,X291954,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,MERZ,150,300,0,Paid,4/28/2016 13:24,DETR,N,TRUE,1,41.9107864,-87.6343245
-87.7321553,41.8806527,1527,3/10/2016 17:44,4241 W MADISON,614S940,IL,TMP,940060,PARK/STAND ON BICYCLE PATH,11,CHEV,150,300,366,Notice,3/17/2016 2:23,DLS,N,TRUE,3,41.8806527,-87.7321553
-87.6400389,41.8689103,1528,3/21/2016 11:29,1100 S CANAL,FP9149,IL,TRK,940060,PARK/STAND ON BICYCLE PATH,498,WORH,150,300,150,Define,3/23/2016 11:26,,N,TRUE,14,41.8689103,-87.6400389
-87.6300205,41.895133,1529,3/24/2016 15:03,706 N DEARBORN ST,P150262,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,JEEP,150,300,0,Paid,5/2/2016 4:44,VIOL,N,TRUE,1,41.895133,-87.6300205
-87.6294439,41.8828689,1530,4/1/2016 9:15,48 N DEARBORN ST,Z856168,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,HOND,150,300,0,Paid,6/29/2016 21:05,FINL,N,TRUE,1,41.8828689,-87.6294439
-87.6674193,41.9039656,1531,4/5/2016 22:19,1220 N MILWAUKEE AV,C743595,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,502,LEXU,150,300,0,Paid,10/21/2016 19:17,SEIZ,N,TRUE,2,41.9039656,-87.6674193
-87.7485987,41.8814829,1532,4/11/2016 16:38,4919 W WASHINGTON,Z19854,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,15,SATR,150,300,150,Define,4/19/2016 21:05,,N,TRUE,1,41.8814829,-87.7485987
-87.6439619,41.8763197,1533,4/22/2016 12:34,410 S DESPLAINES ST,2257490,IN,APP,940060,PARK/STAND ON BICYCLE PATH,498,ISU,150,300,0,Paid,5/2/2016 20:07,,N,TRUE,2,41.8763197,-87.6439619
-87.6263254,41.868372,1534,5/17/2016 13:18,1130 S WABASH,Y816699,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,MERZ,150,300,0,Paid,6/10/2016 12:06,VIOL,N,TRUE,6,41.868372,-87.6263254
-87.6676631,41.8579773,1535,6/1/2016 20:45,1636 W 18TH ST,R245253,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,502,NISS,150,300,0,Paid,6/6/2016 21:27,,N,TRUE,3,41.8579773,-87.6676631
-87.6710642,42.0079536,1536,6/6/2016 7:52,1622 W MORSE AVE,2002JLTA,IL,TRL,940060,PARK/STAND ON BICYCLE PATH,498,TRAL,150,300,150,Define,6/7/2016 21:07,,N,TRUE,1,42.0079536,-87.6710642
-87.6717024,41.8503975,1537,6/2/2016 14:37,2314 S BLUE ISLAND,A192982,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,10,ACUR,150,300,0,Paid,7/19/2016 21:24,DETR,N,TRUE,1,41.8503975,-87.6717024
-87.6727176,41.8499646,1538,6/15/2016 7:14,2340 S BLUE ISLAND,V885327,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,TOYT,150,300,0,Paid,7/15/2016 19:38,VIOL,N,TRUE,1,41.8499646,-87.6727176
-87.726768,41.880394,1539,6/10/2016 11:50,4027 W MADISON,E339164,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,11,CADI,150,300,0,Paid,8/22/2016 16:56,DETR,N,TRUE,3,41.880394,-87.726768
-87.759464,41.8800061,1540,6/22/2016 20:08,5345 W MADISON ST,Q115342,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,15,INFI,150,300,0,Dismissed,8/25/2016 11:22,VIOL,Y,TRUE,1,41.8800061,-87.759464
-87.6343997,41.9109257,1541,6/28/2016 11:57,1561 N WELLS,102886F,IL,TRK,940060,PARK/STAND ON BICYCLE PATH,498,ISU,150,300,0,Paid,6/29/2016 21:26,,N,TRUE,1,41.9109257,-87.6343997
-87.6392367,41.8681258,1542,6/29/2016 8:29,1148 S CANAL,E747317,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,VOLK,150,300,0,Paid,8/22/2016 10:56,DETR,Y,TRUE,1,41.8681258,-87.6392367
-87.6286276,41.8832317,1543,7/18/2016 11:23,21 W WASHINGTON STREET,R795738,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,TOYT,150,300,0,Paid,7/20/2016 21:27,,N,TRUE,8,41.8832317,-87.6286276
-87.6347195,41.9114749,1544,7/19/2016 1:21,1607 N WELLS,P994654,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,18,BMW,150,300,0,Paid,9/29/2016 14:42,DETR,N,TRUE,1,41.9114749,-87.6347195
-87.6154386,41.8396934,1545,7/30/2016 17:25,300 E 30TH ST,Q465460,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,1,DODG,150,300,366,Notice,8/11/2016 0:23,FINL,N,TRUE,4,41.8396934,-87.6154386
-87.669791,41.867201,1546,10/18/2016 14:00,1750 W ROOSEVELT,Y748774,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,12,MAZD,150,300,0,Paid,1/28/2017 0:30,DETR,Y,TRUE,2,41.867201,-87.669791
-87.6566395,41.9950341,1547,10/28/2016 8:36,6211 N KENMORE,153585H,IL,TRK,940060,PARK/STAND ON BICYCLE PATH,498,GMC,150,300,300,Notice,11/3/2016 3:07,SEIZ,N,TRUE,1,41.9950341,-87.6566395
-87.6497426,41.9449265,1548,11/4/2016 21:30,3444 N HALSTED ST,Y818936,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,502,JEEP,150,300,0,Paid,12/26/2016 15:50,DETR,N,TRUE,1,41.9449265,-87.6497426
-87.6234987,41.7071446,1549,11/9/2016 10:58,10300 S STATE ST,17407PT,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,5,DODG,150,300,150,Define,11/17/2016 21:07,,N,TRUE,4,41.7071446,-87.6234987
-87.6337095,41.9049912,1550,11/18/2016 8:24,1237 N WELLS,V287214,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,FORD,150,300,0,Paid,11/25/2016 12:57,,N,TRUE,2,41.9049912,-87.6337095
-87.654435,41.790726,1551,11/14/2016 8:46,5657 S RACINE,E193421,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,7,CHEV,150,300,0,Paid,1/24/2017 14:08,VIOL,N,TRUE,1,41.790726,-87.654435
-87.6629664,41.8902399,1552,11/21/2016 7:41,1420 W HUBBARD,PAP1407,MN,TRK,940060,PARK/STAND ON BICYCLE PATH,498,VOLV,150,300,150,Define,11/22/2016 21:08,,N,TRUE,2,41.8902399,-87.6629664
-87.6297982,41.8781136,1553,11/20/2016 8:35,10300 S STATE,E647889,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,5,OLDS,150,300,300,Notice,12/1/2016 1:01,FINL,N,TRUE,20,41.8781136,-87.6297982
-87.6352722,41.8800872,1554,11/29/2016 13:55,117 S FRANKLIN ST,674TX,IL,TXI,940060,PARK/STAND ON BICYCLE PATH,498,FORD,150,300,300,Notice,11/30/2016 21:08,SEIZ,N,TRUE,14,41.8800872,-87.6352722
-87.6872629,42.0119945,1555,12/3/2016 1:45,2229 W TOUHY,E991021,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,24,TOYT,150,300,366,Notice,12/15/2016 0:10,SEIZ,N,TRUE,1,42.0119945,-87.6872629
-87.6297982,41.8781136,1556,12/11/2016 13:12,10257 S STATE,Q790898,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,5,CHRY,150,300,0,Paid,1/9/2017 21:35,VIOL,N,TRUE,4,41.8781136,-87.6297982
-87.6463429,41.9343033,1557,12/31/2016 19:58,2858 N CLARK ST,1080170,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,502,ACUR,150,300,0,Paid,1/11/2017 10:56,VIOL,N,TRUE,1,41.9343033,-87.6463429
-87.7545226,41.880617,1558,1/2/2016 15:55,5146 W MADISON ST,E629411,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,15,NISS,150,300,366,Notice,1/14/2016 4:11,SEIZ,N,TRUE,4,41.880617,-87.7545226
-87.754394,41.880661,1559,1/2/2016 15:55,5140 W MADISON ST,X440108,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,15,ACUR,150,300,300,Notice,1/14/2016 3:26,SEIZ,N,TRUE,2,41.880661,-87.754394
-87.6453107,41.9336716,1560,1/13/2016 12:44,2829 N CLARK,130644H,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,GMC,150,300,0,Dismissed,4/3/2016 13:11,,N,TRUE,1,41.9336716,-87.6453107
-87.6656253,41.8692788,1561,1/14/2016 0:51,1545 W TAYLOR,K762408,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,502,TOYT,150,300,0,Paid,2/19/2016 4:18,VIOL,N,TRUE,1,41.8692788,-87.6656253
-87.634179,41.8891648,1562,1/9/2016 17:56,202 W KINZIE,A224845,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,18,JEEP,150,300,0,Paid,3/28/2016 19:59,DETR,Y,TRUE,2,41.8891648,-87.634179
-87.6338765,41.8832334,1563,1/25/2016 8:34,100 N WELLS,9335MT,IL,TRK,940060,PARK/STAND ON BICYCLE PATH,498,INTL,150,300,0,Paid,2/23/2016 16:42,VIOL,N,TRUE,1,41.8832334,-87.6338765
-87.6340578,41.8891575,1564,1/31/2016 17:50,200 W KINZIE,5673038,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,18,LEXU,150,300,0,Dismissed,3/9/2016 9:21,VIOL,Y,TRUE,4,41.8891575,-87.6340578
-87.6272948,41.8743802,1565,1/27/2016 21:58,15 E HARRISON,Z158804,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,1,BMW,150,300,366,Notice,10/31/2016 18:25,SEIZ,N,TRUE,3,41.8743802,-87.6272948
-87.6703446,42.0070963,1566,2/2/2016 21:31,6912 N ASHLAND,Z241314,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,24,TOYT,150,300,0,Dismissed,4/11/2016 12:37,VIOL,Y,TRUE,1,42.0070963,-87.6703446
-87.6392608,41.8687544,1567,2/23/2016 19:47,1107 S CANAL,DLTY44,FL,PAS,940060,PARK/STAND ON BICYCLE PATH,502,HOND,150,300,0,Dismissed,4/9/2016 10:20,VIOL,Y,TRUE,1,41.8687544,-87.6392608
-87.7290051,41.8803626,1568,3/12/2016 14:08,4121 W MADISON,Z155082,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,11,INFI,150,300,0,Paid,4/21/2016 15:37,VIOL,N,TRUE,7,41.8803626,-87.7290051
-87.6721692,41.8777979,1569,4/3/2016 10:57,1810 W JACKSON,Z536882,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,145,FORD,150,300,0,Paid,7/13/2016 12:44,FINL,N,TRUE,2,41.8777979,-87.6721692
-87.6991975,41.8516526,1570,4/9/2016 21:43,2210 S MARSHALL,G312596,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,10,DODG,150,300,0,Paid,5/16/2016 11:38,VIOL,N,TRUE,2,41.8516526,-87.6991975
-87.649385,41.8900626,1571,4/19/2016 13:02,848 W HUBBARD,KALM7BD,IL,BRS,940060,PARK/STAND ON BICYCLE PATH,498,LINC,150,300,0,Paid,4/22/2016 21:19,,N,TRUE,1,41.8900626,-87.649385
-87.6392632,41.8688149,1572,4/22/2016 20:56,1103 S CANAL ST,R401133,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,502,HOND,150,300,0,Dismissed,7/29/2016 13:58,VIOL,Y,TRUE,2,41.8688149,-87.6392632
-87.761284,41.879957,1573,5/2/2016 16:13,5429 W MADISON,Y992622,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,15,NISS,150,300,0,Paid,5/27/2016 10:45,VIOL,N,TRUE,2,41.879957,-87.761284
-87.7160387,41.8858077,1574,5/21/2016 19:13,247 N CENTRAL PARK,K125638,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,11,PONT,150,300,366,Bankruptcy,12/6/2016 12:42,SEIZ,N,TRUE,1,41.8858077,-87.7160387
-87.7550385,41.8868448,1575,5/23/2016 17:21,5155 W LAKE,Z936138,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,15,FORD,150,300,0,Paid,6/7/2016 9:29,VIOL,N,TRUE,1,41.8868448,-87.7550385
-87.6395513,41.8831918,1576,5/27/2016 14:52,455 W WASHINGTON STREET,CP87779,CA,APP,940060,PARK/STAND ON BICYCLE PATH,498,CHEV,150,300,0,Paid,6/13/2016 21:43,,N,TRUE,1,41.8831918,-87.6395513
-87.6387877,41.8675244,1577,6/3/2016 20:32,1101 S CANAL ST,BJR136,IA,PAS,940060,PARK/STAND ON BICYCLE PATH,502,CHEV,150,300,0,Paid,7/25/2016 10:01,DETR,Y,TRUE,8,41.8675244,-87.6387877
-87.633966,41.9048869,1578,6/10/2016 10:29,1233 N WELLS,18366L,IL,TRK,940060,PARK/STAND ON BICYCLE PATH,498,FLNR,150,300,0,Paid,6/16/2016 21:24,,N,TRUE,6,41.9048869,-87.633966
-87.673378,41.867125,1579,6/15/2016 9:27,1852 W ROOSVELT,L502350,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,12,TOYT,150,300,0,Paid,7/26/2016 9:14,VIOL,N,TRUE,2,41.867125,-87.673378
-87.6439805,41.7492047,1580,7/3/2016 18:01,7948 S HALSTED,Q499925,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,6,CHEV,150,300,0,Paid,9/15/2016 18:03,DETR,N,TRUE,1,41.7492047,-87.6439805
-87.6353234,41.8825895,1581,8/1/2016 12:59,21 N FRANKLIN ST,USJ446,IN,PAS,940060,PARK/STAND ON BICYCLE PATH,498,FORD,150,300,150,Define,8/2/2016 21:08,,N,TRUE,3,41.8825895,-87.6353234
-87.6478474,41.908052,1582,8/2/2016 9:46,1457 N HALSTED ST,383556D,IL,TRK,940060,PARK/STAND ON BICYCLE PATH,498,DODG,150,300,0,Dismissed,11/6/2016 13:12,,N,TRUE,1,41.908052,-87.6478474
-87.629442,41.882669,1583,8/5/2016 8:43,30 N DEARBORN ST,Z456833,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,TOYT,150,300,0,Paid,11/7/2016 12:55,DETR,N,TRUE,2,41.882669,-87.629442
-87.6628048,41.935276,1584,8/23/2016 13:35,2946 N LINCOLN AV,53838FF,IL,FFM,940060,PARK/STAND ON BICYCLE PATH,498,GMC,150,300,0,Paid,11/3/2016 10:51,DETR,N,TRUE,1,41.935276,-87.6628048
-87.7208011,41.8852817,1585,8/21/2016 2:09,3644 W LAKE ST,E804319,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,11,NISS,150,300,366,Notice,9/1/2016 1:12,SEIZ,N,TRUE,1,41.8852817,-87.7208011
-87.7523683,41.8812751,1586,9/4/2016 2:49,5057 W WASHINGTON,81786FF,IL,TXI,940060,PARK/STAND ON BICYCLE PATH,15,CHEV,150,300,300,Bankruptcy,2/1/2017 14:31,FINL,N,TRUE,1,41.8812751,-87.7523683
-87.6572742,41.9651297,1587,9/6/2016 12:51,4555 N BROADWAY,Z682436,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,19,CADI,150,300,0,Dismissed,11/29/2016 13:29,DETR,Y,TRUE,1,41.9651297,-87.6572742
-87.6418486,41.8887067,1588,9/22/2016 11:02,555 W KINZIE,135918F,IL,TRK,940060,PARK/STAND ON BICYCLE PATH,498,ISU,150,300,0,Paid,2/16/2017 11:05,SEIZ,N,TRUE,4,41.8887067,-87.6418486
-87.6174024,41.8355223,1589,9/28/2016 22:00,3238 S KING DR,E614463,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,2,HYUN,150,300,366,Notice,10/6/2016 1:47,FINL,N,TRUE,1,41.8355223,-87.6174024
-87.636143,41.882816,1590,10/12/2016 13:29,321 W WASHINGTON STREET,E220567,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,NISS,150,300,0,Paid,11/18/2016 18:43,VIOL,N,TRUE,1,41.882816,-87.636143
-87.6724245,41.8672328,1591,10/19/2016 2:39,1850 W ROOSEVELT,K210135,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,12,TOYT,150,300,0,Dismissed,11/29/2016 11:11,,Y,TRUE,16,41.8672328,-87.6724245
-87.6400389,41.8689103,1592,10/27/2016 12:58,1100 S CANAL,Q113332,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,TOYT,150,300,0,Paid,1/4/2017 17:25,DETR,Y,TRUE,14,41.8689103,-87.6400389
-87.6297982,41.8781136,1593,11/9/2016 9:22,10300 S STATE,Y727899,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,5,CHEV,150,300,300,Notice,11/24/2016 0:57,FINL,N,TRUE,20,41.8781136,-87.6297982
-87.6500364,41.9179501,1594,12/19/2016 20:10,837 W ARMITAGE AV,V908180,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,502,BMW,150,300,0,Paid,12/21/2016 16:22,,N,TRUE,1,41.9179501,-87.6500364
-87.625485,41.8848207,1595,12/30/2016 21:11,66 E RANDOLPH,V841191,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,1,JEEP,150,300,0,Paid,1/16/2017 12:54,VIOL,N,TRUE,1,41.8848207,-87.625485
-87.6258428,41.8686888,1596,2/13/2016 13:16,1114 S WABASH AVE,5378801,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,145,TOYT,150,300,0,Paid,3/17/2016 21:15,VIOL,N,TRUE,1,41.8686888,-87.6258428
-87.6431835,41.8748567,1597,1/21/2016 12:36,630 W HARRISON,Z501734,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,TOYT,150,300,366,Notice,3/3/2016 1:38,SEIZ,N,TRUE,1,41.8748567,-87.6431835
-87.6477243,41.8781639,1598,2/26/2016 12:36,806 W JACKSON BOULEVARD,V949728,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,HOND,150,300,0,Dismissed,5/19/2016 13:31,VIOL,Y,TRUE,5,41.8781639,-87.6477243
-87.639792,41.8831872,1599,3/8/2016 10:39,359 W WASHINGTON BLVD,E648608,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,FORD,150,300,0,Paid,4/21/2016 18:20,VIOL,N,TRUE,2,41.8831872,-87.639792
-87.6518278,41.9409589,1600,3/18/2016 19:34,3242 N CLARK ST,H886175,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,502,FORD,150,300,0,Dismissed,4/30/2016 12:47,VIOL,Y,TRUE,1,41.9409589,-87.6518278
-87.6802656,41.9434528,1601,4/13/2016 10:29,2044 W ROSCOE,Z612645,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,MERZ,150,300,0,Paid,7/20/2016 9:58,FINL,N,TRUE,1,41.9434528,-87.6802656
-87.6271348,41.8545766,1602,4/14/2016 20:59,2031 S STATE ST,V461940,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,502,DODG,150,300,0,Paid,4/21/2016 23:55,,N,TRUE,2,41.8545766,-87.6271348
-87.6515395,41.7188741,1603,4/19/2016 8:41,9604 S VINCENNES,7880224,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,DODG,150,300,150,Define,4/20/2016 21:07,,N,TRUE,1,41.7188741,-87.6515395
