X,Y,Service Request No,Description,Type Code,Created Date,Location,Address,Latitude,Longitude
-87.6353046,41.8863512,17-02330521,- Wednesday - 4:12 PM - https://dl.dropboxusercontent.com/u/29277495/Cycling/20170419_161301s.jpg,Vehicle Parked in a Bike Lane,19-Apr-17,221 N FRANKLIN ST,"221 N FRANKLIN ST , Chicago, IL",41.8863512,-87.6353046
-87.6233541,41.8346808,17-02332381,"- Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday - 9:00 AM - daily, especially in the daytime 8+ cars park on 33rd between Wabash & Michigan under clearly marked No Parking signs in the bicycle lane. IIT said that it is city property.",Vehicle Parked in a Bike Lane,19-Apr-17,3300 S MICHIGAN AVE,"3300 S MICHIGAN AVE , Chicago, IL",41.8346808,-87.6233541
-87.7563347,41.9631259,17-02349112,` - Wednesday - 9:20 AM,Vehicle Parked in a Bike Lane,20-Apr-17,4525 N MILWAUKEE AVE,"4525 N MILWAUKEE AVE , Chicago, IL",41.9631259,-87.7563347
-87.6353046,41.8863512,17-02360917,- Thursday - 5:19 PM - https://XXXXXXXXXXX.XXX,Vehicle Parked in a Bike Lane,20-Apr-17,221 N FRANKLIN ST,"221 N FRANKLIN ST , Chicago, IL",41.8863512,-87.6353046
-87.6353046,41.8863512,17-02360985,- Thursday - 5:20 PM - https://dl.dropboxusercontent.com/u/29277495/Cycling/20170420_172000s.jpg,Vehicle Parked in a Bike Lane,20-Apr-17,221 N FRANKLIN ST,"221 N FRANKLIN ST , Chicago, IL",41.8863512,-87.6353046
-87.6561565,41.7064122,17-02364790,"- ,Monday,Tuesday,Wednesday,Thursday,Friday - 6:00 PM - CTA bus #8217 route 9 to Beverly/103 displayed 6061",Vehicle Parked in a Bike Lane,20-Apr-17,10306 S VINCENNES AVE,"10306 S VINCENNES AVE , Chicago, IL",41.7064122,-87.6561565
-87.708191,41.8894639,17-02374261,#NAME?,Vehicle Parked in a Bike Lane,21-Apr-17,3249 W FRANKLIN BLVD,"3249 W FRANKLIN BLVD , Chicago, IL",41.8894639,-87.708191
-87.6298896,41.8865045,17-02376662,"- Monday,Tuesday,Wednesday,Thursday,Friday - 10:00 AM",Vehicle Parked in a Bike Lane,21-Apr-17,55 W WACKER DR,"55 W WACKER DR , Chicago, IL",41.8865045,-87.6298896
-87.644529,41.878922,17-02377482,#NAME?,Vehicle Parked in a Bike Lane,21-Apr-17,210 S DESPLAINES ST,"210 S DESPLAINES ST , Chicago, IL",41.878922,-87.644529
-87.6353046,41.8863512,17-02384636,- Friday - 4:12 PM - https://dl.dropboxusercontent.com/u/29277495/Cycling/20170421_161233s.jpg,Vehicle Parked in a Bike Lane,21-Apr-17,221 N FRANKLIN ST,"221 N FRANKLIN ST , Chicago, IL",41.8863512,-87.6353046
-87.6353046,41.8863512,17-02384653,- Friday - 4:12 PM - https://XXXXXXX.XXX,Vehicle Parked in a Bike Lane,21-Apr-17,221 N FRANKLIN ST,"221 N FRANKLIN ST , Chicago, IL",41.8863512,-87.6353046
-87.7314989,41.9618372,17-02385271,- Friday - 12:00 PM - Bike lane is blocked by 12 cars queuing to enter car wash. Business has a sign in the ike lane asking cars to queue here. Business is washing cars across the sidewalk.,Vehicle Parked in a Bike Lane,21-Apr-17,4454 N ELSTON AVE,"4454 N ELSTON AVE , Chicago, IL",41.9618372,-87.7314989
-87.661042,41.9089172,17-02438056,- Saturday - 11:25 AM - U.S. Postal Service truck: https://dl.dropboxusercontent.com/u/29277495/Cycling/20170422_112508s.jpg,Vehicle Parked in a Bike Lane,23-Apr-17,1487 N ELSTON AVE,"1487 N ELSTON AVE , Chicago, IL",41.9089172,-87.661042
-87.6591573,41.9042283,17-02472542,#NAME?,Vehicle Parked in a Bike Lane,24-Apr-17,1232 N ELSTON AVE,"1232 N ELSTON AVE , Chicago, IL",41.9042283,-87.6591573
-87.6350389,41.8796828,17-02478948,- Monday - 4:06 PM - https://XXXXXXXXXXX.XXX,Vehicle Parked in a Bike Lane,24-Apr-17,125 S FRANKLIN ST,"125 S FRANKLIN ST , Chicago, IL",41.8796828,-87.6350389
-87.6350389,41.8796828,17-02479093,- Monday - 4:06 PM - https://dl.dropboxusercontent.com/u/29277495/Cycling/20170424_160638s.jpg,Vehicle Parked in a Bike Lane,24-Apr-17,125 S FRANKLIN ST,"125 S FRANKLIN ST , Chicago, IL",41.8796828,-87.6350389
-87.6353046,41.8863512,17-02479222,- Monday - 4:16 PM - https://XXXXXXXXXX.XXX,Vehicle Parked in a Bike Lane,24-Apr-17,221 N FRANKLIN ST,"221 N FRANKLIN ST , Chicago, IL",41.8863512,-87.6353046
-87.6353046,41.8863512,17-02479233,- Monday - 4:16 PM - https://dl.dropboxusercontent.com/u/29277495/Cycling/20170424_161058s.jpg,Vehicle Parked in a Bike Lane,24-Apr-17,221 N FRANKLIN ST,"221 N FRANKLIN ST , Chicago, IL",41.8863512,-87.6353046
-87.6347704,41.9039579,17-02503234,"- Monday,Tuesday,Wednesday,Thursday,Friday - 6:00 PM - Entire Old Town zone along Wells from Division to Eugenie. Both sides of street.",Vehicle Parked in a Bike Lane,25-Apr-17,1200 N WELLS ST,"1200 N WELLS ST , Chicago, IL",41.9039579,-87.6347704
-87.6342636,41.8894387,17-02503325,#NAME?,Vehicle Parked in a Bike Lane,25-Apr-17,400 N WELLS ST,"400 N WELLS ST , Chicago, IL",41.8894387,-87.6342636
-87.6313337,41.9094646,17-02503460,"- Monday,Tuesday,Wednesday,Thursday,Friday - 10:30 AM - ***CLYBOURN, not Clark*** Entrance to bike lane often blocked near New City",Vehicle Parked in a Bike Lane,25-Apr-17,1500 N CLARK ST,"1500 N CLARK ST , Chicago, IL",41.9094646,-87.6313337
-87.6712429,41.9261176,17-02503546,"- Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday - 10:00 AM - ***ALL DAY*** Car wash patrons park in bike lane",Vehicle Parked in a Bike Lane,25-Apr-17,2452 N CLYBOURN AVE,"2452 N CLYBOURN AVE , Chicago, IL",41.9261176,-87.6712429
-87.6809075,41.9265348,17-02506041,"- Monday,Tuesday,Wednesday,Thursday,Friday - 8:00 AM - The construction workers park in the southbound bike lane every weekday from 2500 N. Elston to Damen. They not only block the bike lane, requiring bikes to use the traffic lane, but also block the vie",Vehicle Parked in a Bike Lane,25-Apr-17,2500 N ELSTON AVE,"2500 N ELSTON AVE , Chicago, IL",41.9265348,-87.6809075
-87.6413863,41.8890776,17-02508307,3:35 PM-2 vehicles parked/blocking bike lane - Tuesday,Vehicle Parked in a Bike Lane,25-Apr-17,399 N CLINTON ST,"399 N CLINTON ST , Chicago, IL",41.8890776,-87.6413863
-87.6464289,41.8434758,17-02509909,- Monday - 6:00 PM - Truck blocking bike lane and sidewalk next to senior facility forcing bikes and pedestrians into auto traffic,Vehicle Parked in a Bike Lane,25-Apr-17,2800 S HALSTED ST,"2800 S HALSTED ST , Chicago, IL",41.8434758,-87.6464289
-87.6322579,41.854543,17-02522801,- Tuesday - 9:00 PM - Casino bus unloading passengers while parked in bike lane,Vehicle Parked in a Bike Lane,26-Apr-17,2100 S ARCHER AVE,"2100 S ARCHER AVE , Chicago, IL",41.854543,-87.6322579
-87.6724245,41.8672328,17-02527385,- Wednesday - 7:30 AM - https://tinyurl.com/CLB-04262017,Vehicle Parked in a Bike Lane,26-Apr-17,1850 W ROOSEVELT RD,"1850 W ROOSEVELT RD , Chicago, IL",41.8672328,-87.6724245
-87.6233569,41.8843613,17-02530657,"- Monday,Tuesday,Wednesday,Thursday,Friday - 9:00 AM - This is a problem from 9:00 am until 6:00 PM Tour buses, taxis, jerks, etc.",Vehicle Parked in a Bike Lane,26-Apr-17,131 E RANDOLPH ST,"131 E RANDOLPH ST , Chicago, IL",41.8843613,-87.6233569
-87.6481913,41.9076156,17-02537787,between schiller and clybourn on halsted - Tuesday - 5:00 PM,Vehicle Parked in a Bike Lane,26-Apr-17,1437 N HALSTED ST,"1437 N HALSTED ST , Chicago, IL",41.9076156,-87.6481913
-87.6746556,41.8778118,17-02537870,"- Monday,Tuesday,Wednesday,Thursday,Friday - 9:00 AM - Cars parked and double parked in the bike lane just east of damen, before the protected bike lane",Vehicle Parked in a Bike Lane,26-Apr-17,1900 W JACKSON BLVD,"1900 W JACKSON BLVD , Chicago, IL",41.8778118,-87.6746556
-87.6669488,41.8806794,17-02539650,- Sunday - 3:00 PM,Vehicle Parked in a Bike Lane,26-Apr-17,1610 W OGDEN AVE,"1610 W OGDEN AVE , Chicago, IL",41.8806794,-87.6669488
-87.6431369,41.87404,17-02542096,- Wednesday - 8:54 AM - https://XXXXXXXXXX.XXX,Vehicle Parked in a Bike Lane,26-Apr-17,601 W HARRISON ST,"601 W HARRISON ST , Chicago, IL",41.87404,-87.6431369
-87.6724245,41.8672328,17-02556232,- Thursday - 7:30 AM - Always there - https://tinyurl.com/CLB-04272017,Vehicle Parked in a Bike Lane,27-Apr-17,1850 W ROOSEVELT RD,"1850 W ROOSEVELT RD , Chicago, IL",41.8672328,-87.6724245
-87.681556,41.927388,17-02559938,"- Monday,Tuesday,Wednesday,Thursday,Friday - 8:00 AM - Cars are parked in the bike lane from in front of Value City Furniture to Mid-Town Athletic Club, forcing cyclists to ride in traffic lane.",Vehicle Parked in a Bike Lane,27-Apr-17,2536 N ELSTON AVE,"2536 N ELSTON AVE , Chicago, IL",41.927388,-87.681556
-87.688123,41.8668819,17-02562802,"- Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday - 8:00 AM - This trailer is obstruction the bike lane all day and night for the past month.",Vehicle Parked in a Bike Lane,27-Apr-17,2452 W ROOSEVELT RD,"2452 W ROOSEVELT RD , Chicago, IL",41.8668819,-87.688123
-87.6474381,41.8716354,17-02565365,#NAME?,Vehicle Parked in a Bike Lane,27-Apr-17,800 S HALSTED ST,"800 S HALSTED ST , Chicago, IL",41.8716354,-87.6474381
-87.6733023,41.9226456,17-02587147,#NAME?,Vehicle Parked in a Bike Lane,28-Apr-17,2241 N ELSTON AVE,"2241 N ELSTON AVE , Chicago, IL",41.9226456,-87.6733023
-87.7071402,41.9113973,17-02592096,#NAME?,Vehicle Parked in a Bike Lane,28-Apr-17,1640 N KEDZIE AVE,"1640 N KEDZIE AVE , Chicago, IL",41.9113973,-87.7071402
-87.708715,41.944349,17-02592894,Friday - 2:00 PM,Vehicle Parked in a Bike Lane,28-Apr-17,3456 N KEDZIE AVE,"3456 N KEDZIE AVE , Chicago, IL",41.944349,-87.708715
-87.6447093,41.9387788,17-02592906,- Friday - 1:30 PM - Fed Ex truck license plate 94697F parked blocking a crosswalk,Vehicle Parked in a Bike Lane,28-Apr-17,3136 N BROADWAY,"3136 N BROADWAY , Chicago, IL",41.9387788,-87.6447093
-87.6670476,41.8805925,17-02595238,#NAME?,Vehicle Parked in a Bike Lane,28-Apr-17,1614 W OGDEN AVE,"1614 W OGDEN AVE , Chicago, IL",41.8805925,-87.6670476
-87.660156,41.970031,17-02602864,- Friday - 5:00 PM,Vehicle Parked in a Bike Lane,28-Apr-17,4830 N BROADWAY,"4830 N BROADWAY , Chicago, IL",41.970031,-87.660156
-87.6591084,41.9720908,17-02602867,- Friday - 7:00 PM,Vehicle Parked in a Bike Lane,28-Apr-17,4917 N BROADWAY,"4917 N BROADWAY , Chicago, IL",41.9720908,-87.6591084
-87.6473716,41.8588753,17-02622320,"- ,Saturday,Sunday - 2:00 PM - Always parked on hydranr",Vehicle Parked in a Bike Lane,29-Apr-17,1705 S NEWBERRY AVE,"1705 S NEWBERRY AVE , Chicago, IL",41.8588753,-87.6473716
-87.6471001,41.8910222,17-02640299,"- ,Friday - 5:20 PM - I have a photo of the car and license plate",Vehicle Parked in a Bike Lane,30-Apr-17,495 N MILWAUKEE AVE,"495 N MILWAUKEE AVE , Chicago, IL",41.8910222,-87.6471001
-87.6703009,41.8942002,17-02657466,"- Sunday - 3:00 PM - car parked in alley between huron and erie streets, across garage back, blocking alley way, continually there.",Vehicle Parked in a Bike Lane,30-Apr-17,1715 W HURON ST,"1715 W HURON ST , Chicago, IL",41.8942002,-87.6703009
-87.6492009,41.9286914,17-02668011,#NAME?,Vehicle Parked in a Bike Lane,1-May-17,2548 N HALSTED ST,"2548 N HALSTED ST , Chicago, IL",41.9286914,-87.6492009
-87.6746556,41.8778118,17-02680768,"- Monday - 9:00 AM - Cars parked and double parked in the bike lane just east of damen, before the protected bike lane.",Vehicle Parked in a Bike Lane,1-May-17,1900 W JACKSON BLVD,"1900 W JACKSON BLVD , Chicago, IL",41.8778118,-87.6746556
-87.640085,41.870883,17-02695913,#NAME?,Vehicle Parked in a Bike Lane,2-May-17,840 S CANAL ST,"840 S CANAL ST , Chicago, IL",41.870883,-87.640085
-87.6242645,41.8349314,17-02696512,"- Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday - 1:00 PM - Multiple (8) vehicles park daily all day on 33rd St between Wabash & Michigan in the bike lane under No Parking Tow Zone signs. IIT said that it is city property. Streets & Sanitation ",Vehicle Parked in a Bike Lane,2-May-17,70 E 33RD ST,"70 E 33RD ST , Chicago, IL",41.8349314,-87.6242645
-87.647807,41.887079,17-02705239,"- Monday,Tuesday,Wednesday,Thursday,Friday - 1:00 PM - there is always a car parked in the bike lane right before the bus stop.",Vehicle Parked in a Bike Lane,2-May-17,306 N HALSTED ST,"306 N HALSTED ST , Chicago, IL",41.887079,-87.647807
-87.6946025,41.9463317,17-02717510,"- Wednesday - 8:00 AM - Vehicles parked in the newly added bike lane on the west side of Rockwell, just east of address.",Vehicle Parked in a Bike Lane,3-May-17,2633 W ADDISON ST,"2633 W ADDISON ST , Chicago, IL",41.9463317,-87.6946025
-87.6491905,41.8922131,17-02717955,"- Monday,Tuesday,Wednesday,Thursday,Friday - 9:00 AM",Vehicle Parked in a Bike Lane,3-May-17,600 N MILWAUKEE AVE,"600 N MILWAUKEE AVE , Chicago, IL",41.8922131,-87.6491905
-87.6389792,41.8740424,17-02726292,"- ,Wednesday - 3:00 PM - 4 cars parked in protected bike lane next to post office",Vehicle Parked in a Bike Lane,3-May-17,433 W HARRISON ST,"433 W HARRISON ST , Chicago, IL",41.8740424,-87.6389792
-87.6350389,41.8796828,17-02728037,- Wednesday - 4:07 PM - https://dl.dropboxusercontent.com/u/29277495/Cycling/20170503_160748s.jpg,Vehicle Parked in a Bike Lane,3-May-17,125 S FRANKLIN ST,"125 S FRANKLIN ST , Chicago, IL",41.8796828,-87.6350389
-87.6724245,41.8672328,17-02742089,"- Monday,Tuesday,Wednesday,Thursday,Friday - 7:00 AM - Frequent occurrence - vehicles standing in bike lane for up to 30-45 minutes waiting for a parking spot (https://XXXXXXXX.XXX)",Vehicle Parked in a Bike Lane,4-May-17,1850 W ROOSEVELT RD,"1850 W ROOSEVELT RD , Chicago, IL",41.8672328,-87.6724245
-87.6298721,41.88606,17-02747737,"- Wednesday - 6:00 PM - Delivery Trucks not using their adjacent loading dock, cars using bike lane instead of drop off lane for boarding & alighting passengers",Vehicle Parked in a Bike Lane,4-May-17,200 N DEARBORN ST,"200 N DEARBORN ST , Chicago, IL",41.88606,-87.6298721
-87.6337604,41.8892852,17-02747941,- Wednesday - 8:00 AM - Taxi blocking bike lane & passenger nearly dooring cyclists as they exited the vehicle,Vehicle Parked in a Bike Lane,4-May-17,401 W KINZIE ST,"401 W KINZIE ST , Chicago, IL",41.8892852,-87.6337604
-87.634459,41.891445,17-02748031,"- Wednesday - 6:00 PM - Cars pulling into buffered bike lane to drop off passengers instead of pulling over to the open curb as required. Every day, from Kinzie north to Ontario.",Vehicle Parked in a Bike Lane,4-May-17,516 N WELLS ST,"516 N WELLS ST , Chicago, IL",41.891445,-87.634459
-87.6466313,41.9095001,17-02748282,"- Wednesday - 3:00 PM - Delivery Trucks not using the loading docks for deliveries, instead blocking the entrance to the curb protected bike lane.",Vehicle Parked in a Bike Lane,4-May-17,1530 N CLYBOURN AVE,"1530 N CLYBOURN AVE , Chicago, IL",41.9095001,-87.6466313
-87.6409578,41.8853374,17-02748387,- Wednesday - 1:00 PM - CTA Ford Escape blocking bike lane. Other CTA vehicles legally parked nearby.,Vehicle Parked in a Bike Lane,4-May-17,173 N CLINTON ST,"173 N CLINTON ST , Chicago, IL",41.8853374,-87.6409578
-87.6389792,41.8740424,17-02751559,"- Thursday - 11:00 AM - A car and 2 trucks parked in bike lane in front of main post office, presumably mailing things",Vehicle Parked in a Bike Lane,4-May-17,433 W HARRISON ST,"433 W HARRISON ST , Chicago, IL",41.8740424,-87.6389792
-87.6670476,41.8805925,17-02751707,#NAME?,Vehicle Parked in a Bike Lane,4-May-17,1614 W OGDEN AVE,"1614 W OGDEN AVE , Chicago, IL",41.8805925,-87.6670476
-87.6298395,41.8897233,17-02753251,#NAME?,Vehicle Parked in a Bike Lane,4-May-17,410 N DEARBORN ST,"410 N DEARBORN ST , Chicago, IL",41.8897233,-87.6298395
-87.675449,41.92329,17-02758442,"- Monday,Tuesday,Wednesday,Thursday,Friday - 10:00 AM - South-bound lane. Multiple cars parked daily, counted 10 one day this week.",Vehicle Parked in a Bike Lane,4-May-17,2308 N ELSTON AVE,"2308 N ELSTON AVE , Chicago, IL",41.92329,-87.675449
-87.6353046,41.8863512,17-02761129,- Thursday - 4:50 PM - https://dl.dropboxusercontent.com/u/29277495/Cycling/20170504_165050s.jpg,Vehicle Parked in a Bike Lane,4-May-17,221 N FRANKLIN ST,"221 N FRANKLIN ST , Chicago, IL",41.8863512,-87.6353046
-87.6353046,41.8863512,17-02761250,- Thursday - 4:50 PM - https://dl.dropboxusercontent.com/u/29277495/Cycling/20170504_165058s.jpg,Vehicle Parked in a Bike Lane,4-May-17,221 N FRANKLIN ST,"221 N FRANKLIN ST , Chicago, IL",41.8863512,-87.6353046
-87.6724245,41.8672328,17-02775926,- Friday - 7:20 AM - Serial offender XX XXX XXXX (https://XXXXXXXXX.XXX),Vehicle Parked in a Bike Lane,5-May-17,1850 W ROOSEVELT RD,"1850 W ROOSEVELT RD , Chicago, IL",41.8672328,-87.6724245
-87.7330991,41.9629291,17-02776180,- Friday - 5:45 AM - Taxi's frequently queue in this area (throughout the day).,Vehicle Parked in a Bike Lane,5-May-17,4536 N ELSTON AVE,"4536 N ELSTON AVE , Chicago, IL",41.9629291,-87.7330991
-87.6747912,41.9231573,17-02776261,"- Monday,Tuesday,Wednesday,Thursday,Friday - 5:50 AM - There is frequently one or two cars partially blocking the bike lane in this area - this morning (505) one vehicle (serial offender) was completely blocking the lane.",Vehicle Parked in a Bike Lane,5-May-17,2298 N ELSTON AVE,"2298 N ELSTON AVE , Chicago, IL",41.9231573,-87.6747912
-87.6568441,41.8977606,17-02776342,#NAME?,Vehicle Parked in a Bike Lane,5-May-17,850 N ELSTON AVE,"850 N ELSTON AVE , Chicago, IL",41.8977606,-87.6568441
-87.6344042,41.895183,17-02784180,#NAME?,Vehicle Parked in a Bike Lane,5-May-17,712 N WELLS ST,"712 N WELLS ST , Chicago, IL",41.895183,-87.6344042
-87.6343981,41.89024,17-02784391,#NAME?,Vehicle Parked in a Bike Lane,5-May-17,440 N WELLS ST,"440 N WELLS ST , Chicago, IL",41.89024,-87.6343981
-87.6342815,41.8905152,17-02784498,#NAME?,Vehicle Parked in a Bike Lane,5-May-17,444 N WELLS ST,"444 N WELLS ST , Chicago, IL",41.8905152,-87.6342815
-87.6671964,41.8804621,17-02832779,#NAME?,Vehicle Parked in a Bike Lane,7-May-17,1620 W OGDEN AVE,"1620 W OGDEN AVE , Chicago, IL",41.8804621,-87.6671964
-87.6670476,41.8805925,17-02836520,- Sunday - 3:00 PM,Vehicle Parked in a Bike Lane,7-May-17,1614 W OGDEN AVE,"1614 W OGDEN AVE , Chicago, IL",41.8805925,-87.6670476
-87.7044882,41.943398,17-02856610,"- Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday - 5:45 AM - Numerous vehicles parked in the bike lane (needs to be re-striped) at the bump-out.",Vehicle Parked in a Bike Lane,8-May-17,3440 N ELSTON AVE,"3440 N ELSTON AVE , Chicago, IL",41.943398,-87.7044882
-87.6568441,41.8977606,17-02856685,"- Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday - 6:00 AM - There is usuallty a red mini-van blocking the bike lane at this location when I pedal through (problem for the last couple of years!)",Vehicle Parked in a Bike Lane,8-May-17,850 N ELSTON AVE,"850 N ELSTON AVE , Chicago, IL",41.8977606,-87.6568441
-87.6724245,41.8672328,17-02857560,"- Monday,Tuesday,Wednesday,Thursday,Friday - 7:30 AM - Every morning someone stands in the bike lane for 15-30 minutes waiting for a parking spot (https://tinyurl.com/05082017-CLB-IL-G56-4251)",Vehicle Parked in a Bike Lane,8-May-17,1850 W ROOSEVELT RD,"1850 W ROOSEVELT RD , Chicago, IL",41.8672328,-87.6724245
-87.6946025,41.9463317,17-02862815,"- ,Monday - 7:45 AM - Parking in bike lane on west side of rockwell, east of address",Vehicle Parked in a Bike Lane,8-May-17,2633 W ADDISON ST,"2633 W ADDISON ST , Chicago, IL",41.9463317,-87.6946025
-87.641055,41.8780339,17-02866873,"- Monday - 11:00 AM - Car parked in the middle of the two-direction ""protected"" lane",Vehicle Parked in a Bike Lane,8-May-17,300 S CLINTON ST,"300 S CLINTON ST , Chicago, IL",41.8780339,-87.641055
-87.6431369,41.87404,17-02867040,- Monday - 11:00 AM - 5 cars in a row parked in bike lane across from bus depot,Vehicle Parked in a Bike Lane,8-May-17,601 W HARRISON ST,"601 W HARRISON ST , Chicago, IL",41.87404,-87.6431369
-87.6953484,41.9031784,17-02868002,"- ,Monday,Saturday,Sunday - 12:30 PM",Vehicle Parked in a Bike Lane,8-May-17,2720 W DIVISION ST,"2720 W DIVISION ST , Chicago, IL",41.9031784,-87.6953484
-87.639039,41.8844838,17-02869401,- Monday - 8:00 AM - This is on Randolph bike lane West of Wacker also occurs at lunch hour.,Vehicle Parked in a Bike Lane,8-May-17,145 N RIVERSIDE PLZ,"145 N RIVERSIDE PLZ , Chicago, IL",41.8844838,-87.639039
-87.6353046,41.8863512,17-02877285,- Monday - 4:12 PM - https://dl.dropboxusercontent.com/u/29277495/Cycling/20170508_161247s.jpg,Vehicle Parked in a Bike Lane,8-May-17,221 N FRANKLIN ST,"221 N FRANKLIN ST , Chicago, IL",41.8863512,-87.6353046
-87.6398338,41.8844335,17-02884387,- Monday - 8:00 PM - 3 cars parked in the protected bike lane,Vehicle Parked in a Bike Lane,8-May-17,500 W RANDOLPH ST,"500 W RANDOLPH ST , Chicago, IL",41.8844335,-87.6398338
-87.6233569,41.8843613,17-02896126,#NAME?,Vehicle Parked in a Bike Lane,9-May-17,131 E RANDOLPH ST,"131 E RANDOLPH ST , Chicago, IL",41.8843613,-87.6233569
-87.655947,41.900081,17-02896321,#NAME?,Vehicle Parked in a Bike Lane,9-May-17,949 N ELSTON AVE,"949 N ELSTON AVE , Chicago, IL",41.900081,-87.655947
-87.6389877,41.8712332,17-02900124,#NAME?,Vehicle Parked in a Bike Lane,9-May-17,801 S CANAL ST,"801 S CANAL ST , Chicago, IL",41.8712332,-87.6389877
-87.6670476,41.8805925,17-02905632,#NAME?,Vehicle Parked in a Bike Lane,9-May-17,1614 W OGDEN AVE,"1614 W OGDEN AVE , Chicago, IL",41.8805925,-87.6670476
-87.6746556,41.8778118,17-02908303,#NAME?,Vehicle Parked in a Bike Lane,9-May-17,1900 W JACKSON BLVD,"1900 W JACKSON BLVD , Chicago, IL",41.8778118,-87.6746556
-87.6388767,41.8841637,17-02914028,"- Monday,Tuesday,Wednesday,Thursday,Friday - 5:00 PM",Vehicle Parked in a Bike Lane,9-May-17,405 W RANDOLPH ST,"405 W RANDOLPH ST , Chicago, IL",41.8841637,-87.6388767
-87.6342037,41.9062527,17-02925437,"- Monday,Tuesday,Wednesday,Thursday,Friday - 7:00 AM - every morning they are not only partially in the bike lane but they stand in the bike lane. This morning they knocked someone off their bike then threatened them.",Vehicle Parked in a Bike Lane,10-May-17,1317 N WELLS ST,"1317 N WELLS ST , Chicago, IL",41.9062527,-87.6342037
-87.64615,41.8517504,17-02930596,"- Wednesday - 9:30 AM - A van, an Uber, and 2 other cars parked in the bike lane",Vehicle Parked in a Bike Lane,10-May-17,2229 S HALSTED ST,"2229 S HALSTED ST , Chicago, IL",41.8517504,-87.64615
-87.6409633,41.8800303,17-02932910,"- ,Monday,Tuesday,Wednesday,Thursday,Friday - 11:15 AM",Vehicle Parked in a Bike Lane,10-May-17,115 S CLINTON ST,"115 S CLINTON ST , Chicago, IL",41.8800303,-87.6409633
-87.6355419,41.8526888,17-02933081,"- Monday,Tuesday,Wednesday,Thursday,Friday - 5:00 PM - Casino Shuttle buses continue to obstruct bike lanes to wait for passengers.",Vehicle Parked in a Bike Lane,10-May-17,2200 S ARCHER AVE,"2200 S ARCHER AVE , Chicago, IL",41.8526888,-87.6355419
-87.6946025,41.9463317,17-02935008,"- Monday - 6:00 PM - Vehicles parked in bike lane on Rockwell, east of address (west side of Rockwell)",Vehicle Parked in a Bike Lane,10-May-17,2633 W ADDISON ST,"2633 W ADDISON ST , Chicago, IL",41.9463317,-87.6946025
-87.6824929,41.932074,17-02937344,#NAME?,Vehicle Parked in a Bike Lane,10-May-17,2655 N ELSTON AVE,"2655 N ELSTON AVE , Chicago, IL",41.932074,-87.6824929
-87.6611425,41.8995399,17-02937701,"- Monday,Tuesday,Wednesday,Thursday,Friday - 7:00 AM - The bike lanes going southbound over 90/94 on Milwaukee, just south of Augusta, are no longer clearly marked. The paint has faded and all the separation pylons have been run over and are gone. I?ve se",Vehicle Parked in a Bike Lane,10-May-17,984 N MILWAUKEE AVE,"984 N MILWAUKEE AVE , Chicago, IL",41.8995399,-87.6611425
-87.6361893,41.8892645,17-02945733,"- Tuesday,Wednesday - 4:30 PM - UPS Van w/ license plate 36 786 (Fleet Vehicle) parked in bike lane",Vehicle Parked in a Bike Lane,10-May-17,310 W KINZIE ST,"310 W KINZIE ST , Chicago, IL",41.8892645,-87.6361893
-87.6413883,41.8891698,17-02945866,- Wednesday - 4:30 AM - Taxi cab #2346,Vehicle Parked in a Bike Lane,10-May-17,550 W KINZIE ST,"550 W KINZIE ST , Chicago, IL",41.8891698,-87.6413883
-87.6670476,41.8805925,17-02946548,- Sunday - 12:00 PM,Vehicle Parked in a Bike Lane,10-May-17,1614 W OGDEN AVE,"1614 W OGDEN AVE , Chicago, IL",41.8805925,-87.6670476
-87.6269456,41.8845016,17-02947180,"- ,Monday,Tuesday,Wednesday,Thursday,Friday - 4:00 PM - These are Uber, Lyft and Taxis waiting for passengers to come out of Joffrey Ballet",Vehicle Parked in a Bike Lane,10-May-17,25 E RANDOLPH ST,"25 E RANDOLPH ST , Chicago, IL",41.8845016,-87.6269456
-87.6532012,41.894562,17-02963238,#NAME?,Vehicle Parked in a Bike Lane,11-May-17,716 N MILWAUKEE AVE,"716 N MILWAUKEE AVE , Chicago, IL",41.894562,-87.6532012
-87.6598805,41.904863,17-02966985,"- Thursday - 9:00 AM - Delivery Truck for Great Lakes Coca-Cola, when I asked the driver to move he said ""I don't care, I don't have to pay the fine & my company doesn't care about paying the fine for a stupid bike lane""",Vehicle Parked in a Bike Lane,11-May-17,1238 N ELSTON AVE,"1238 N ELSTON AVE , Chicago, IL",41.904863,-87.6598805
-87.6366506,41.8891371,17-02969379,"on Orleans between Merchandise Mart and Kinzie - Bike Lanes - North - Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday - 2:00 PM",Vehicle Parked in a Bike Lane,11-May-17,341 W KINZIE ST,"341 W KINZIE ST , Chicago, IL",41.8891371,-87.6366506
